line,season,episode,character
"Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, ""If you're a racist, I will attack you with the North."" And those are the principles that I carry with me in the workplace.",1,2,Michael
There are a few ways to get promoted. One is to wait for an opening and apply for it. That's the main way. But this could work.,7,2,Pam
So you don't want to end our relationship?,3,14,Michael
No.,5,6,Michael
You've already been several times.,4,11,Dwight
Well no harm no foul.,5,17,Michael
You know let me give you some money for this.,5,12,Michael
"This is a ring, taken from the buttocks of my grandmother, put there by the gangster patriarch of the Coors dynasty, melted in a foundry run by Mennonites.",9,22,Dwight
Ohhhhhh!,4,3,Dwight
I just never heard about the senator and yoga...,9,7,Oscar
That's a really tight argument.,7,1,Erin
Clean the toilets.,8,24,Andy
"Excuse me, everyone. Attention please. Kevin, we're going to take you to a very special place, a place that will make you happy, and a place that is far, far away from the evil sun.",2,19,Michael
Pink is the red-,8,5,Jim
Did you see Oprah yesterday?,3,2,Michael
That's what Michael said.,5,23,Pam
Ryan started the fire! It was always burning---,2,4,Michael
You up for a game?,8,6,Jim
I love catching people in the act. That's why I always whip open doors.,5,8,Dwight
He's from that company in Pitts...,3,23,Pam
Shhh... just calm down.,5,10,Michael
"Yeah. She gave one to Dwight, Phyllis.",8,19,Jim
Jo is coming later today. I cannot have a subordinate trying to make me look stupid. Okay? I need you to promise me that you'll be on your best behavior.,7,23,Dwight
"No you didn't, Phyllis. You complained the whole time. You yelled at me. You tried to break into the machine. What?!",8,6,Dwight
Have a seat.,5,24,Michael
Nice outfit.,3,6,Kevin
Ask how he's doing since the breakup.,5,6,Pam
"Yeah, just weekends for now, but pretty soon, I’m switching over.",9,12,Darryl
"Fine. Minutes from previous meeting of Knights of the Night. That's our official name, Jim.",7,12,Dwight
It's Grotti. He's following up.,6,5,Michael
Woo!,3,19,Michael
"Yeah, what's the reason?",8,4,Phyllis
Assistant team manager?,1,5,Dwight
"I saw it at the checkout counter, it made me think of you. I don't know why. I made it into a key chain.",8,2,Erin
I don't know. I think Michael has a date.,6,6,Pam
I won't look at it.,8,11,Ryan
"If I was offensive in any way, I...",2,14,Dwight
I don't have anybody.,4,10,Pam
"No, my heels aren't too high. It’s because I spent three hours in a car trunk. Thanks for not locking the door when I asked you to, Phyllis. Sorry Phyllis. You didn’t know. As long as I can get to the altar.",9,23,Angela
What does a great manager need most of all? Courage.,3,22,Michael
For the insurance money! I knew it all along! You will never get away with this!,7,16,Michael
Thank you. Eh. The Embassy Beets. Radishon!,4,4,Pam
"I love to sing them, but I am not going to be doing that today. I am going to be doing something I wrote specifically for Toby. Do you know, um, ""Goodbye Stranger""? Supertramp?",4,14,Michael
Who is it? Who's the birthday?,1,4,Michael
"Come on. Okay, um... That's as clear as I can make it.",7,1,Michael
She probably a t--,3,20,Andy
"Well, this could be fun. I-",8,8,Phyllis
Oh... look! Ryan is book smart. And I am street smart. And book smart.,2,4,Michael
"What is a leader? I asked Jim that, and he said he had never heard the word before. In America, in 2007. He said he knew the word ladder... What an ignoramous.",3,16,Dwight
Buddha.,5,17,Michael
Leave.,8,7,Jim
"Yeah, you know me.",2,1,Dwight
"Mmhmm. Mmhmm. Well, the fact that you would think that points to the possibility that it is probably not me. And that I have been framed.",7,11,Michael
"You know, I just think you should know that-",8,18,Jim
"All right, let's wrap it up. Come on, we're late. The Dundies are starting very soon. Accounting, let's go, let's go. Okay, I gave you fair warning. Out. Who's next, customer service? Meredith, let's roll.",2,1,Dwight
A bunch of us are talking about happy hour.,6,19,Andy
"It all started when Dwight was tapping his foot against the leg of his desk. When I asked him to stop, he said, ""I will when you lose the baby weight.""",6,22,Pam
Un-shun. I think he's suffering from depression. Re-shun.,3,19,Dwight
Hup!,5,22,Michael
"Hey, come inside and talk to me.",2,11,Angela
"Yes, they do, Jim. Because of the time I got my ponytail stuck in the power trail.",6,7,Michael
"You didn't, but... it'll be fine. It'll be good.",5,17,Michael
OK...,3,20,Michael
"Oh, there he goes.",5,20,Jim
You'll fall in love with her.,5,12,Dwight
You may have...,7,4,Dwight
A woman spurned.,3,5,Michael
"I'm not really sick. Nah, I'm good.",4,1,Michael
Never mind. Just never mind.,6,23,Dwight
...for Phone. What?,2,4,Michael
"Okay, everyone, listen up!  Time to begin the interview process!  Andrew Bernard.",3,23,Dwight
We didn't have one scheduled.,8,8,Jim
I type 90.,3,5,Pam
"Shh, here she comes!",8,20,Kevin
He put my stuff in Jell-O again.,1,1,Dwight
This is not funny. Why is my stuff in here?,2,11,Dwight
"Well if somebody who barely out-sells Phyllis, can get in, I should be fine.",5,5,Dwight
Billy Joel Rock Band.,6,23,Jim
Sounds like it.,8,23,Pam
"Okay. Okay, sold! Have fun, you guys. Well, this next item is sure to spring steam from your ears if you don't win it. It just says ""Creed.""",5,4,Michael
"Ok, you know what, uh, how much is that?",2,8,Jim
"Sssssso, what we need to do... is to forget about this whole Martin in prison thing. People will draw unfair conclusions about Martin and or black people.",3,9,Michael
Okay.,1,4,Michael
It was there when I sat down.,2,16,Jim
"You know what, Michael? For what it's worth... I was wrong, too. I thought she was interested in you.",6,21,Pam
"No, it's lettuce.",5,4,Phyllis
"Oh man, do you think it was stolen?",6,5,Kevin
"White, because it contains all other colors.",3,23,Andy
They're not getting married. It's just talk.,6,1,Phyllis
I think you look nice.Michael and,4,13,Pam
"Well, we could talk about an ethical dilemma I’m having.",8,2,Angela
Oh! He was dressed like Ronald Reagan!,9,18,Angela
"I would like your undivided attention, please.",6,18,Michael
"Jim, it's not the horniness, ok it's the loneliness that...",4,11,Michael
"Yep, it's English, it's ""impossible.""",3,11,Jim
"It was Andy, wasn't it?",6,20,Erin
She's not gonna say no.,7,18,Pam
Phyllis!  Wow.,9,8,Jim
"Oh, come on, man. I thought you had something real.",9,3,Darryl
He says he doesn’t want to.,9,22,Pam
"Jim, I got us that dinner reservation. Grico’s at 730.",9,3,Pam
"Oh no, we're just sitting here.",4,2,Jim
You are so brave. You are so brave.,2,12,Michael
"Alright, Well if I see a gas station, I'll pull over.",7,14,Jim
"If she is, it's working.",6,21,Michael
Didn't see that coming.,3,6,Andy
"Okay. Yesterday, we had a meeting about planets.",6,3,Jim
"Oh, Michael...",5,15,Pam
"It’s insane. This huge investor got cold feet, so I’m stuck here trying to keep him on board.",9,12,Jim
"Wow, that's impressive.",5,16,Pam
"Have you seen her painting, Jim? The building? There are shadows coming from two different directions.",5,7,Dwight
"Okay, enough, enough, enough! I have written down a list of illegal drugs. Take a gander. How many of these are you familiar with?",2,20,Michael
Can't do that. Unsanitary.,4,14,Jim
"Yes, it is true. I, Michael Scott, am signing up with an online dating service. Thousands of people have done it, and I am going to do it. I need a username. And... I have a great one . Little kid lover. That way, people will know exactly where my priorities are at.",2,18,Michael
"We're all homos! Homosapiens. Gays aren't necessarily who you think they are, people. I mean anybody could be gay. Business-men. Like antique dealers, or hairdressers, or... accountants. Oscar, why don't you take this opportunity to officially come out, to everybody here. However you want to do it. Go ahead. Stand up. I'm doing this for you.",3,1,Michael
"Wow. Bridges of Madison County, Legally Blond, these movies are just... .",2,4,Jim
"The chimney is in decent shape. Not great. I found some termite damage in a crawl space and some structural flaws in the foundation so all in all, it was a pretty fun cocktail party.",3,17,Dwight
"Haha, Mrs. Schrute.",5,9,Dwight
Hup!,5,22,Michael
"Oh, it is serious. Five citations and you're looking at a violation. Four of those and you'll receive a verbal warning. Keep it up, and you're looking at a written warning. Two of those, that'll land you in a world of hurt... in the form of a disciplinary review written up by me and placed on the desk of my immediate superior.",3,21,Dwight
"I love you, Jan.",3,17,Michael
Could I stick it with a pin?,5,14,Michael
"Okay, we widen to reveal a spaceship blasting out of a woman's womb.",4,5,Michael
"I don't understand why Michael is wasting his time with Spanish. I have it on very good authority that within 20 years, everyone will be speaking German. Or a Chinese-German hybrid.",6,21,Dwight
"It’s just up and down, just a regular nod, like a person.",9,7,Erin
Ok.,5,18,Michael
"Oh, that must've been so fun.",5,9,Pam
Hey Val. Want a beer? It might taste better than that pool water you've been drinking.,8,12,Darryl
"You know, I will be honest with you... about something. Where we used to live, our paper supplier had a lot of big clients and I just didn't feel like a priority. So I guess my question for you would be how many clients do you have?",5,12,Michael
Perfect.,5,6,Jim
Can you clap! Can you clap for mom?,9,23,Jim
"Okay, everybody, shh! So, earlier today, Stanley sassed me, and Toby gave me some suggestions on how to discipline him. They did not work, obviously, because they were stupid, so I am now going to fake fire him.",4,12,Michael
What is the meaning of this email that everyone got?,6,9,Dwight
You know this can't go on.,5,11,Michael
"Okay, close your eyes, we need you to think. What is Michael seeing right now? Can you tell him that we miss him? Michael we're coming for you!",7,14,Dwight
he's a historian.,8,8,Oscar
How much longer is this going to take?,5,12,Dwight
"'Schruted' it. It's just this thing that people say around your office all the time. Like, when you screw something up in a really irreversible way, you 'Schruted' it. I don't know where it comes from though. Do you think it comes from Dwight Schrute?",3,12,Andy
So about this proposal thing...,7,18,Pam
I have diabetes too. You don't see me making a big deal about it.,7,20,Phyllis
"Here's her carrier, but no Cece.Jim's",7,7,Phyllis
"Because I want you to behave as if I'm actually firing him, Oscar, okay?",4,12,Michael
Or it could mean the end of Dunder Mifflin.,6,9,Oscar
"Ok, well played. Neither of us'll write the other up for not working.Receptionitis15 Where?JIM9334 The rest stop where that soda exploded on me. Exit 17, I think. 1 o'clock.Receptionitis15 Alright. See you there. ) P.S. I finally finished my summer project.",5,1,Dwight
It is my job to be there for Michael. How can I be there for Michael if I'm here for Michael?,3,10,Dwight
Rut ti doh doh...,9,16,Andy
I'm about to send the ad to corporate... and it is sent. They'll probably watch it right away. I know I would. Okay.,4,5,Michael
Let's go.,2,22,Dwight
"I feel like I made the right choice. Things happen for a reason. I wasn't destined to go to Cumberland Mills. Just like Anakin Skywalker was destined to become Darth Vader, I am destined to sell paper here at Dunder Mifflin. That's what I was put on this earth to do.",2,5,Dwight
Okay.,5,20,Michael
Shhh! Thanks David! Thank you so much for calling me!,9,7,Dwight
"Oh, wow! What did I tell you about the bleep button.",2,2,Michael
But you know I wouldn’t hire any of these all-stars.,9,13,Jim
"Okay, I'm just going to use the bathroom, and then I'm going...",1,6,Dwight
"Okay focus. Focus. You're in the right building, you're with the right people; what happened?",5,19,Pam
I was aware that you were speaking.,4,4,Dwight
Way to go.,5,20,Dwight
Her nephew's in Iraq.,2,17,Phyllis
"Andy, the reason it seems more recent is because many of us here have never stood up and asked for everyone's attention, and it seems like you've done it on several occasions.",7,4,Oscar
Is there no way we can get rid of him?,5,8,Michael
"This summer, corporate is sponsoring a little weight loss contest between the branches. Whichever branch loses the most weight gets three extra vacation days.",5,1,Michael
"You know I can, my man.",3,9,Andy
Alright.,6,4,Jim
"But when I do, we'll have something to talk about.",3,7,Dwight
"Hi, David.",9,7,Jim
You really want Packer as your boss?,8,16,Dwight
"You can't stay here, this place is a biohazard. If I were you, I'd just bunk with Cathy.",8,16,Dwight
Well-,5,18,Michael
Ye-- No. Alright. I'll take off my jacket and tense my stomach and you can just--,6,8,Michael
"Midnight, Oscar! Don't worry, Kelly will be training you first.",3,20,Michael
"Um, am I happy the way things turned out? Oh, well, happy's such an ugly word. But, um, I saw what needed to be done and I did it and now I'm thrilled. So, it's pretty... Hello? Pretty good.",3,12,Andy
