character,line,season,episode
Michael,"Yes. I have bags under my eyes, and I can't go to New York like this! What do I do? What do I do?",4,3
Pam,Put cold tea bags on your eyes.,4,3
Michael,Really?,4,3
Pam,Yeah.,4,3
Michael,That's it?,4,3
Pam,Mmhmm.,4,3
Michael,All right! Martha Stewart! You can be Martha Stewart's receptionist! Very good! I will be tea baggin' it. Nn... no.,4,3
Michael,"Do I feel badly, that nobody out there was invited to a party that I was invited to? Not at all. Because they have to know that if they work hard and apply themselves, someday, they could be invited to a party like this. Of course, at that point, I will be going to much better parties that they will not be able to get into. What are you gonna do?",4,3
Kevin,"I'm a little mad, that I don't get to go to the party in New York. But that's mostly just because we get reimbursed for gas mileage.",4,3
Oscar,"I was going to be in New York tonight, to go to the Met, but I had to cancel. Because Angela's party is mandatory.",4,3
Creed,"I go to New York all the time, to visit my buddy Frank. He's a mole person.",4,3
Meredith,"Angela, what kind of music?",4,3
Angela,Uh... something cool that Ryan doesn't know about yet.,4,3
Meredith,How am I supposed to know what that is?,4,3
Angela,"I don't know, but standing here's not going to give you the answer. Go.",4,3
Angela,"Tonight my party will be broadcast out to five other states. Which means, it will be compared to Denise Stimm's party in Buffalo. Any idiot can defrost a microwavable hors d'oeuvres platter. And Denise proves that with every party she throws. Oh, and Denise? Stop telling people your hair's naturally curly. We all know you get perms.",4,3
Kevin,"Kidnapping is the asportation of a person against the person's will, so Michael asported him.  Have you ever been aspor...",4,3
Oscar,Don't.,4,3
Dwight,"Hey. The way I see it, it's getting late, and the only thing standing between you and a warm bed is my friend's pizza discount. So whattaya say?  Oh, so that's how it's gonna be. Well, I can stay here all night if I have to. I've done it before.Pizza guy I'm not scared of you.",4,3
Kevin,"In every good hostage movie, during the part where it gets really tense, and you don't know whether the bad guys are going to let the hostages go free, the cops order pizza.",4,3
Toby,"The lady cop acted like she'd never pulled someone over for driving too slow. And I tried to get out of it with the famous Toby Flenderson 10,000 watt smile. It didn't work.",4,3
Toby,Damn it.,4,3
Kelly,Is that traffic school?,4,3
Toby,Yeah.,4,3
Kelly,Because we're not supposed to be doing personal stuff at work.,4,3
Toby,Yeah.,4,3
Kelly,"Because yesterday when I was taking an online quiz about trying to find my ideal weight for my frame, you said that was inappropriate.",4,3
Toby,I remember.,4,3
Kelly,Just reiterating what you said to me.,4,3
Toby,Thanks Kelly.,4,3
Oscar,You know the octagon sign means stop.,4,3
Toby,Colorblind.,4,3
Oscar,"An octagon is a shape. You can see shapes, can't you?",4,3
Toby,It's out of context. It's not the same as driving.,4,3
Michael,Coat!,4,4
Pam,"Michael just rented The Devil Wears Prada. He has his NetFlix sent here to the office, and he watches them in pieces when things are slow.",4,4
Michael,Steak! Where's my steeaaak?,4,4
Pam,"He's a big Meryl Streep fan, so I shouldn't be surprised that he's identified with her character.",4,4
Michael,Get me Armani.,4,4
Pam,A suit?,4,4
Michael,On the phone.,4,4
Pam,Like the main company number? Because I'm gonna have to call information.,4,4
Michael,Where's Armani? He's on the phone. Too slow. You are not going to Paris. I'm so much better than you are.,4,4
Michael,I owe you an apology.,4,4
Pam,You finished the movie.,4,4
Michael,Yeah. It was awesome. Big surprise ending. Won't ruin it for you.,4,4
Pam,No. Go ahead.,4,4
Michael,"Meryl Streep is the bad guy. Never see it coming. Anyways, if I was mean in any way to you, I am sorry. I just want what's best for you, Mo Chuisle.",4,4
Pam,Mo Chuisle. He's watching Million Dollar Baby... He's gonna try to kill me.,4,4
Micahel,So this one goes with my eyes and this one goes with your eyes. People have said I have very pretty eyes.,4,4
Jan,You do.,4,4
Michael,I haven't heard the same about you. So let's just go with mine.,4,4
Jan,"Well, they both go with the carpet I've ordered, and if you go with the brown leather on the sofas, then they go with that too.",4,4
Michael,We already have a sofa. So why do---,4,4
Jan,A futon's not a sofa.,4,4
Michael,It... folds up. You've only seen it flat.,4,4
Jan,"I know what a futon is, Michael.",4,4
Michael,I--- Ok. How much is this going to cost?,4,4
Jan,It costs what it costs.,4,4
Michae,No--- don't... that doesn't even mean anything.,4,4
Jan,We have gone through this.,4,4
Michael,"Yes. Money has been a little tight lately. But, at the end of my life, when I'm sitting on my yacht, am I gonna be thinking about how much money I have? No. I'm going to be thinking about how many friends I have, and my children, and my comedy albums. I mean, I have a yacht, so I obviously did pretty well money wise.",4,4
Michael,It's just that you say it's gonna cost what it costs---,4,4
Pam,"Michael, it's Ryan for you.",4,4
Jan,Conniving little runt. Put him through.,4,4
Michael,"Put him through. Yes. Ryan, my man!",4,4
Ryan,I sent you an email about the new Powerpoint.,4,4
Michael,"Yes, and thank you for sending that to me.",4,4
Ryan,I had IT install the updated Powerpoint on the computer so you can use it for the presentation. I really want people there using Powerpoint.,4,4
Michael,"Okay, yeah, I dunno. I dunno, I think those IT guys messed up.",4,4
Ryan,"Hold on, I'll get them on the phone.",4,4
Michael,"Wait, oh, no, here it is, here it is. Found it.",4,4
Jim,"Sure, I can hold.",4,4
Dwight,"Dunder Mifflin, Dwight Schrute. Please hold. Schrute Farms, guten tag. How can I help you? Yes, we have availability on those nights. How many in your party? Oh no, I'm sorry, no king beds. No queen either. Well, we make our own mattresses that don't conform to the traditional sizes. Closest would be twin. Thank you so much for calling. Call back again. Aufedersein!",4,4
Jim,Hey Dwight.,4,4
Dwight,"None of your business, Jim.",4,4
Jim,Do you run the bed and breakfest?,4,4
Dwight,It is not a B and B.,4,4
Dwight,"Agrotourism is a lot more than a bed and breakfest. It consists of tourists coming to a farm, showing them around, giving them a bed, giving them brekafest.",4,4
Jim,Does the Department of Health know about this?,4,4
Dwight,"I'm not telling you anything. Permits are pending. Dwight Schrute, Dunder Mifflin.",4,4
Pam,"Hello, I'm looking for a room.",4,4
Dwight,"Okay, this is a mis-use of company phones.",4,4
Pam,It says here you cater to the eldery.,4,4
Dwight,Where did you read that?,4,4
Pam,Trip Advsior.,4,4
Dwight,"Trip Advisor is the life blood of the Agrotourism industry. A couple of bad reviews there, you might as well close up shop. That's what took down the Stalk Inn. One of the cutest little asparagus farms you'll ever see.",4,4
Dwight,How many in your party?,4,4
Pam,Two?,4,4
Dwight,"We offer tours of the fields, and of the barn. Uh, perhaps you'll be interested in, um, Mose's table making demonstration?",4,4
Jan,"So, um, I forgot to tell you that I need the car tonight.",4,4
Michael,"Oh! Um, actually, I need the car.",4,4
Jan,"Why? Improv? Why don't you just pretend you have a car? Good practice, incase you ever do a scene where you need to pretend you have a car?",4,4
Michael,"Use to have two cars, traded 'em in, now we're down to one. Good economic sense. Although the new car is a Porsche. For her.",4,4
Dwight,"One cardigan, one sleeping cardigan and one sleep apnea mask.",4,4
Angela,What about my cherub figurine?,4,4
Dwight,You took that with you.,4,4
Angela,"No I left it on my night table--- your night table, by the lamp.",4,4
Dwight,"You are incorrect. I was recently scrubbing my room of memories, and I didn't see it there.",4,4
Angela,Fine.,4,4
Dwight,"My girlfriend and I broke up recently. And I must say, I am relieved. Gives me a chance to sow my wild oats. In the Schrute family, we have a tradition, where when the male has sex with another woman, he is rewarded with a bag of wild oats left on his door step by his parents. You can use these oats to make oatmeal, bread, whatever you want. I don't care, they're your oats.",4,4
Kevin,"The bar uses an applause meter. That is why it's so important that you all come and applaud only for my band. Scrantonicity 2. NOT Scrantonicity, which I am no longer a part of. Michael, can I count on you?",4,4
Michael,"You can not, I have a thing tonight.",4,4
Kevin,Dammit.,4,4
Jim,"Uh, Michael.",4,4
Michael,What?,4,4
Jim,"That reminds me, uh, if the invitation still stands, Pam and I would love to have dinner tonight.",4,4
Michael,"Oh no, I have a thing tonight.",4,4
Jim,Darn it!,4,4
Pam,Shoot!,4,4
Michael,How about this weekend?,4,4
Jim,"No, can't.",4,4
Pam,"We only had tonight free, and we really wanted to spend it with you.",4,4
Michael,"Dammit to hell. I-I-ugh, ok. All right.",4,4
Jim,Where are you going out tonight?,4,4
Michael,You wouldn't understand. It's a secret.,4,4
Jim,I wouldn't understand or a secret?,4,4
Pam,"You wouldn't understand, Jim. It's a secret.",4,4
Michael,"I'm sorry Mr. O'Brian, I didn't mean to interrupt your dinner. I just have a very exciting offer. My records indicate that you have expressed interest in losing some weight. Well, what if I told you that I have a pill that will make you 50 pounds lighter in 5 minutes? How does that sound? Amazing right? Well, it won't be that fast, but it will---- it will be that easy.",4,4
Jim,"I can't believe this place is real. I mean, I've heard about his beet farm for years, but wow.",4,4
Pam,The Beets Motel.,4,4
Jim,"The Beets Motel? That is, wow.",4,4
Pam,Thank you. Eh. The Embassy Beets. Radishon!,4,4
Jim,How are you doing this?,4,4
Pam,I don't know!,4,4
Pam,Oh my gosh.,4,4
Michael,"I just love sales. I love it to death. It's as simple as that. And I don't get to do it enough as a manager, so I took this second job. I count it as a hobby. Some people have golf, or relaxing.",4,4
Nick,What's going on here?,4,4
Michael,"Hey, I just got off the phone, and I was gonna make another call.",4,4
Nick,We're a legit operation with a license from the city I can show you. We pay minimum wage against commision---,4,4
Michael,"No, they're with me, so... this is Nick Figaro, manager to the stars!",4,4
Dwight,"We have three rooms, each with a different theme.",4,4
Pam,What are the themes?,4,4
Dwight,"American, Irrigation, and Night-Time.",4,4
Pam,Irrigation.,4,4
Jim,Nice.,4,4
Dwight,"I'll put you down for Irrigation. Well then, do you have any special needs or diertary restrictions?",4,4
Jim,Yes. We will be requiring a bed time story.,4,4
Dwight,No.,4,4
Jim,Not even Harry Potter?,4,4
Dwight,"No. Jim, come on.",4,4
Mose,But you promised.,4,4
Dwight,"Mose, bags! Now!",4,4
Dwight,"Here we are, the Irrigation Room! A very special room. So I'll come get you before the table-making demonstration. And as of this morning, we are completely wireless here in Schrute Farms. But as soon as I find out where Mose hid all the wires, we'll get that power back on. All righty.",4,4
Nick,Everybody in the conference room. In 5 minutes.,4,4
Michael,These meetings are useless.,4,4
Nick,"I just want to remind you to stick to the script. Improving the work. So, make the call, say the lines, make the sale. Got it?",4,4
Michael,Very inspirational.,4,4
Nick,We're offering a $50 bonus tonight to the guy with the most sales. Ok.Co-Worker 1 Or a woman.,4,4
Michael,Or a trained seal.,4,4
Nick,"You could make jokes when you've made a sale there rookie, ok?",4,4
Jim,"Hmmm, I'd say 1 in 6.",4,4
Pam,What?,4,4
Jim,"Oh, I thought you asked me what our chances were in being murdered here tonight.",4,4
Jim,"You know, I've just realized, this is Pam's and my first night away together. I use to play it over my head, and it was just a little bit different. Maybe a uh, nice hotel. Or a romantic dinner. Wine... uh but, wine that wasn't made out of beets. Didn't think Dwight would be involved at all. And uh, I always imagined less manure. I mean, some manure, just... less.",4,4
Dwight,"Mose, what are you doing? No Mose! Put the--- Put the manure down! Put it down! Do not throw it! DO NOT THROW IT! Ow!",4,4
Michael,"Yes, is Mr. Hudson there?",4,4
Stanely,"Yes, who is this?",4,4
Michael,I'm just calling because you responded positively to the---,4,4
Stanely,Michael?,4,4
Michael,...Stanley?,4,4
Stanley,Why are you calling me here at home?,4,4
Michael,"Senor, are you happy with your---",4,4
Stanley,"Michael, I know that's you. Why are you calling me here at home?",4,4
Michael,Have you--- Have you considered satellite television?,4,4
Stanley,"Michael, I know that's you. I know your voice. Why are you calling me here at home?",4,4
Stanley,"When I'm at home at night in my own house in my sweats drinking some red wine watching my mystery stories, the last thing in the whole God forsaken world I want to hear is the voice of Michael Scott.",4,4
Michael,Well your son sounds like he's really motivated. I think it's crazy the coach won't play him frankly.,4,4
Nick,My office.,4,4
Michael,You bet.,4,4
Nick,"Just dial the number on the sheet and stick to the script. Say those words exactly, got it? I don't know why we have to keep on having this conversation.",4,4
Michael,"Look, I know sales, and I had that sale, I just needed a few more minutes---",4,4
